"3","Baja California Sur","3","La Paz","3102002003","Camiones y camionetas para carga registrados en circulación","53251","50915","52674","";
"3","Baja California Sur","8","Los Cabos","1011000057","Automóviles registrados en circulación","68134","74993","82389","Automóviles";
"3","Baja California Sur","8","Los Cabos","1011000058","Camiones de pasajeros registrados en circulación","2608","2532","3714","";
"3","Baja California Sur","8","Los Cabos","1011000059","Motocicletas registradas en circulación","2903","3405","3974","";
"3","Baja California Sur","8","Los Cabos","3102001001","Vehículos de motor registrados en circulación (excluye motocicletas)","99349","109318","117924","";
"3","Baja California Sur","8","Los Cabos","3102002003","Camiones y camionetas para carga registrados en circulación","28607","31793","31821","";
"3","Baja California Sur","9","Loreto","1011000057","Automóviles registrados en circulación","6116","6023","6315","Automóviles";
"3","Baja California Sur","9","Loreto","1011000058","Camiones de pasajeros registrados en circulación","30","31","25","";
"3","Baja California Sur","9","Loreto","1011000059","Motocicletas registradas en circulación","54","58","64","";
"3","Baja California Sur","9","Loreto","3102001001","Vehículos de motor registrados en circulación (excluye motocicletas)","10283","10193","10594","";
"3","Baja California Sur","9","Loreto","3102002003","Camiones y camionetas para carga registrados en circulación","4137","4139","4254","";
"4","Campeche","0","Estatal","1011000057","Automóviles registrados en circulación","136057","134163","144234","Automóviles";
"4","Campeche","0","Estatal","1011000058","Camiones de pasajeros registrados en circulación","933","865","891","";
"4","Campeche","0","Estatal","1011000059","Motocicletas registradas en circulación","69972","69585","79581","";
"4","Campeche","0","Estatal","3102001001","Vehículos de motor registrados en circulación (excluye motocicletas)","196189","192524","205024","";
"4","Campeche","0","Estatal","3102002003","Camiones y camionetas para carga registrados en circulación","59199","57496","59899","";
"4","Campeche","1","Calkiní","1011000057","Automóviles registrados en circulación","4328","4379","4734","Automóviles";
"4","Campeche","1","Calkiní","1011000058","Camiones de pasajeros registrados en circulación","13","14","16","";
"4","Campeche","1","Calkiní","1011000059","Motocicletas registradas en circulación","4559","4798","5758","";
"4","Campeche","1","Calkiní","3102001001","Vehículos de motor registrados en circulación (excluye motocicletas)","6048","6085","6544","";
"4","Campeche","1","Calkiní","3102002003","Camiones y camionetas para carga registrados en circulación","1707","1692","1794","";
"4","Campeche","2","Campeche","1011000057","Automóviles registrados en circulación","56276","56221","60773","Automóviles";
"4","Campeche","2","Campeche","1011000058","Camiones de pasajeros registrados en circulación","568","533","549","";
"4","Campeche","2","Campeche","1011000059","Motocicletas registradas en circulación","30339","29337","32941","";
"4","Campeche","2","Campeche","3102001001","Vehículos de motor registrados en circulación (excluye motocicletas)","77103","76603","81959","";
"4","Campeche","2","Campeche","3102002003","Camiones y camionetas para carga registrados en circulación","20259","19849","20637","";
"4","Campeche","3","Carmen","1011000057","Automóviles registrados en circulación","54657","52700","56009","Automóviles";
"4","Campeche","3","Carmen","1011000058","Camiones de pasajeros registrados en circulación","233","216","218","";
"4","Campeche","3","Carmen","1011000059","Motocicletas registradas en circulación","15985","14772","16365","";
"4","Campeche","3","Carmen","3102001001","Vehículos de motor registrados en circulación (excluye motocicletas)","71951","69226","73111","";
"4","Campeche","3","Carmen","3102002003","Camiones y camionetas para carga registrados en circulación","17061","16310","16884","";
"4","Campeche","4","Champotón","1011000057","Automóviles registrados en circulación","6648","6747","7360","Automóviles";
"4","Campeche","4","Champotón","1011000058","Camiones de pasajeros registrados en circulación","48","51","53","";
"4","Campeche","4","Champotón","1011000059","Motocicletas registradas en circulación","7778","8409","9922","";
"4","Campeche","4","Champotón","3102001001","Vehículos de motor registrados en circulación (excluye motocicletas)","12807","12758","13630","";
"4","Campeche","4","Champotón","3102002003","Camiones y camionetas para carga registrados en circulación","6111","5960","6217","";
"4","Campeche","5","Hecelchakán","1011000057","Automóviles registrados en circulación","2079","2134","2323","Automóviles";
"4","Campeche","5","Hecelchakán","1011000058","Camiones de pasajeros registrados en circulación","2","2","4","";
"4","Campeche","5","Hecelchakán","1011000059","Motocicletas registradas en circulación","1154","1213","1475","";
"4","Campeche","5","Hecelchakán","3102001001","Vehículos de motor registrados en circulación (excluye motocicletas)","3194","3263","3495","";
"4","Campeche","5","Hecelchakán","3102002003","Camiones y camionetas para carga registrados en circulación","1113","1127","1168","";
"4","Campeche","6","Hopelchén","1011000057","Automóviles registrados en circulación","2074","2006","2219","Automóviles";
"4","Campeche","6","Hopelchén","1011000058","Camiones de pasajeros registrados en circulación","8","5","5","";
"4","Campeche","6","Hopelchén","1011000059","Motocicletas registradas en circulación","1285","1310","1499","";
"4","Campeche","6","Hopelchén","3102001001","Vehículos de motor registrados en circulación (excluye motocicletas)","4576","4513","4855","";
"4","Campeche","6","Hopelchén","3102002003","Camiones y camionetas para carga registrados en circulación","2494","2502","2631","";
"4","Campeche","7","Palizada","1011000057","Automóviles registrados en circulación","709","648","681","Automóviles";
